"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Lake County, IN"	"18089"	"Central or South American"	"4"	Suppressed	201	Suppressed
	"Lake County, IN"	"18089"	"Non-Hispanic White"	"6"	171	27224	6.28
	"Lake County, IN"	"18089"	"Non-Hispanic Black"	"7"	236	17818	13.25
	"Marion County, IN"	"18097"	"Mexican"	"2148-5"	110	16033	6.86
	"Marion County, IN"	"18097"	"Puerto Rican"	"2180-8"	Suppressed	488	Suppressed
	"Marion County, IN"	"18097"	"Cuban"	"2182-4"	Suppressed	95	Suppressed
	"Marion County, IN"	"18097"	"Central or South American"	"4"	18	2755	6.53 (Unreliable)
	"Marion County, IN"	"18097"	"Non-Hispanic White"	"6"	498	68084	7.31
	"Marion County, IN"	"18097"	"Non-Hispanic Black"	"7"	505	39781	12.69
	"St. Joseph County, IN"	"18141"	"Mexican"	"2148-5"	27	2950	9.15
	"St. Joseph County, IN"	"18141"	"Puerto Rican"	"2180-8"	Suppressed	153	Suppressed
	"St. Joseph County, IN"	"18141"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"St. Joseph County, IN"	"18141"	"Central or South American"	"4"	Suppressed	205	Suppressed
	"St. Joseph County, IN"	"18141"	"Non-Hispanic White"	"6"	145	21625	6.71
	"St. Joseph County, IN"	"18141"	"Non-Hispanic Black"	"7"	96	6163	15.58
	"Unidentified Counties, IN"	"18999"	"Mexican"	"2148-5"	163	23137	7.04
	"Unidentified Counties, IN"	"18999"	"Puerto Rican"	"2180-8"	Suppressed	1115	Suppressed
	"Unidentified Counties, IN"	"18999"	"Cuban"	"2182-4"	Suppressed	195	Suppressed
	"Unidentified Counties, IN"	"18999"	"Central or South American"	"4"	11	2761	3.98 (Unreliable)
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic White"	"6"	2750	429511	6.40
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic Black"	"7"	256	19602	13.06
	"Polk County, IA"	"19153"	"Mexican"	"2148-5"	32	5238	6.11
	"Polk County, IA"	"19153"	"Puerto Rican"	"2180-8"	Suppressed	180	Suppressed
	"Polk County, IA"	"19153"	"Cuban"	"2182-4"	Suppressed	33	Suppressed
	"Polk County, IA"	"19153"	"Central or South American"	"4"	Suppressed	1061	Suppressed
	"Polk County, IA"	"19153"	"Non-Hispanic White"	"6"	219	45099	4.86
	"Polk County, IA"	"19153"	"Non-Hispanic Black"	"7"	63	5444	11.57
	"Unidentified Counties, IA"	"19999"	"Mexican"	"2148-5"	75	17023	4.41
	"Unidentified Counties, IA"	"19999"	"Puerto Rican"	"2180-8"	Suppressed	578	Suppressed
	"Unidentified Counties, IA"	"19999"	"Cuban"	"2182-4"	Suppressed	106	Suppressed
	"Unidentified Counties, IA"	"19999"	"Central or South American"	"4"	15	3397	4.42 (Unreliable)
	"Unidentified Counties, IA"	"19999"	"Non-Hispanic White"	"6"	1138	250021	4.55
	"Unidentified Counties, IA"	"19999"	"Non-Hispanic Black"	"7"	128	12717	10.07
	"Johnson County, KS"	"20091"	"Mexican"	"2148-5"	22	2849	7.72
	"Johnson County, KS"	"20091"	"Puerto Rican"	"2180-8"	Suppressed	141	Suppressed
	"Johnson County, KS"	"20091"	"Cuban"	"2182-4"	Suppressed	44	Suppressed
	"Johnson County, KS"	"20091"	"Central or South American"	"4"	Suppressed	1437	Suppressed
	"Johnson County, KS"	"20091"	"Non-Hispanic White"	"6"	241	53131	4.54
	"Johnson County, KS"	"20091"	"Non-Hispanic Black"	"7"	46	3760	12.23
	"Sedgwick County, KS"	"20173"	"Mexican"	"2148-5"	75	11753	6.38
	"Sedgwick County, KS"	"20173"	"Puerto Rican"	"2180-8"	Suppressed	241	Suppressed
	"Sedgwick County, KS"	"20173"	"Cuban"	"2182-4"	Suppressed	33	Suppressed
	"Sedgwick County, KS"	"20173"	"Central or South American"	"4"	Suppressed	653	Suppressed
	"Sedgwick County, KS"	"20173"	"Non-Hispanic White"	"6"	282	45942	6.14
	"Sedgwick County, KS"	"20173"	"Non-Hispanic Black"	"7"	133	8382	15.87
	"Unidentified Counties, KS"	"20999"	"Mexican"	"2148-5"	185	28441	6.50
	"Unidentified Counties, KS"	"20999"	"Puerto Rican"	"2180-8"	12	948	12.66 (Unreliable)
	"Unidentified Counties, KS"	"20999"	"Cuban"	"2182-4"	Suppressed	221	Suppressed
	"Unidentified Counties, KS"	"20999"	"Central or South American"	"4"	29	3821	7.59
	"Unidentified Counties, KS"	"20999"	"Non-Hispanic White"	"6"	1069	164315	6.51
	"Unidentified Counties, KS"	"20999"	"Non-Hispanic Black"	"7"	178	14715	12.10
	"Fayette County, KY"	"21067"	"Mexican"	"2148-5"	22	3602	6.11
	"Fayette County, KY"	"21067"	"Puerto Rican"	"2180-8"	Suppressed	126	Suppressed
	"Fayette County, KY"	"21067"	"Cuban"	"2182-4"	Suppressed	47	Suppressed
	"Fayette County, KY"	"21067"	"Central or South American"	"4"	Suppressed	479	Suppressed
	"Fayette County, KY"	"21067"	"Non-Hispanic White"	"6"	130	24014	5.41
	"Fayette County, KY"	"21067"	"Non-Hispanic Black"	"7"	60	6162	9.74
	"Jefferson County, KY"	"21111"	"Mexican"	"2148-5"	20	3576	5.59
	"Jefferson County, KY"	"21111"	"Puerto Rican"	"2180-8"	Suppressed	353	Suppressed
	"Jefferson County, KY"	"21111"	"Cuban"	"2182-4"	Suppressed	1186	Suppressed
	"Jefferson County, KY"	"21111"	"Central or South American"	"4"	Suppressed	1258	Suppressed
	"Jefferson County, KY"	"21111"	"Non-Hispanic White"	"6"	297	57607	5.16
	"Jefferson County, KY"	"21111"	"Non-Hispanic Black"	"7"	249	24268	10.26
	"Unidentified Counties, KY"	"21999"	"Mexican"	"2148-5"	45	9035	4.98
	"Unidentified Counties, KY"	"21999"	"Puerto Rican"	"2180-8"	Suppressed	1184	Suppressed
	"Unidentified Counties, KY"	"21999"	"Cuban"	"2182-4"	Suppressed	191	Suppressed
	"Unidentified Counties, KY"	"21999"	"Central or South American"	"4"	14	2724	5.14 (Unreliable)
	"Unidentified Counties, KY"	"21999"	"Non-Hispanic White"	"6"	2342	344414	6.80
	"Unidentified Counties, KY"	"21999"	"Non-Hispanic Black"	"7"	198	17214	11.50
	"Caddo Parish, LA"	"22017"	"Mexican"	"2148-5"	Suppressed	658	Suppressed
	"Caddo Parish, LA"	"22017"	"Puerto Rican"	"2180-8"	Suppressed	71	Suppressed
	"Caddo Parish, LA"	"22017"	"Cuban"	"2182-4"	Suppressed	17	Suppressed
	"Caddo Parish, LA"	"22017"	"Central or South American"	"4"	Suppressed	151	Suppressed
	"Caddo Parish, LA"	"22017"	"Non-Hispanic White"	"6"	92	12877	7.14
	"Caddo Parish, LA"	"22017"	"Non-Hispanic Black"	"7"	349	19996	17.45
	"East Baton Rouge Parish, LA"	"22033"	"Mexican"	"2148-5"	Suppressed	1373	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	"Puerto Rican"	"2180-8"	Suppressed	89	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	"Cuban"	"2182-4"	Suppressed	80	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	"Central or South American"	"4"	11	1465	7.51 (Unreliable)
	"East Baton Rouge Parish, LA"	"22033"	"Non-Hispanic White"	"6"	117	19386	6.04
	"East Baton Rouge Parish, LA"	"22033"	"Non-Hispanic Black"	"7"	463	31285	14.80
	"Jefferson Parish, LA"	"22051"	"Mexican"	"2148-5"	Suppressed	1809	Suppressed
	"Jefferson Parish, LA"	"22051"	"Puerto Rican"	"2180-8"	Suppressed	339	Suppressed
	"Jefferson Parish, LA"	"22051"	"Cuban"	"2182-4"	Suppressed	357	Suppressed
	"Jefferson Parish, LA"	"22051"	"Central or South American"	"4"	28	6599	4.24
	"Jefferson Parish, LA"	"22051"	"Non-Hispanic White"	"6"	117	23133	5.06
	"Jefferson Parish, LA"	"22051"	"Non-Hispanic Black"	"7"	189	17407	10.86
	"Orleans Parish, LA"	"22071"	"Mexican"	"2148-5"	Suppressed	526	Suppressed
	"Orleans Parish, LA"	"22071"	"Puerto Rican"	"2180-8"	Suppressed	113	Suppressed
	"Orleans Parish, LA"	"22071"	"Cuban"	"2182-4"	Suppressed	105	Suppressed
	"Orleans Parish, LA"	"22071"	"Central or South American"	"4"	Suppressed	2100	Suppressed
	"Orleans Parish, LA"	"22071"	"Non-Hispanic White"	"6"	38	10161	3.74
	"Orleans Parish, LA"	"22071"	"Non-Hispanic Black"	"7"	265	27434	9.66
	"Unidentified Counties, LA"	"22999"	"Mexican"	"2148-5"	46	10035	4.58
	"Unidentified Counties, LA"	"22999"	"Puerto Rican"	"2180-8"	Suppressed	911	Suppressed
	"Unidentified Counties, LA"	"22999"	"Cuban"	"2182-4"	Suppressed	400	Suppressed
	"Unidentified Counties, LA"	"22999"	"Central or South American"	"4"	12	3750	3.20 (Unreliable)
	"Unidentified Counties, LA"	"22999"	"Non-Hispanic White"	"6"	1526	240794	6.34
	"Unidentified Counties, LA"	"22999"	"Non-Hispanic Black"	"7"	1375	124234	11.07
	"Cumberland County, ME"	"23005"	"Mexican"	"2148-5"	Suppressed	96	Suppressed
	"Cumberland County, ME"	"23005"	"Puerto Rican"	"2180-8"	Suppressed	67	Suppressed
	"Cumberland County, ME"	"23005"	"Cuban"	"2182-4"	Suppressed	27	Suppressed
	"Cumberland County, ME"	"23005"	"Central or South American"	"4"	Suppressed	206	Suppressed
	"Cumberland County, ME"	"23005"	"Non-Hispanic White"	"6"	114	22033	5.17
	"Cumberland County, ME"	"23005"	"Non-Hispanic Black"	"7"	17	1752	9.70 (Unreliable)
	"Unidentified Counties, ME"	"23999"	"Mexican"	"2148-5"	Suppressed	251	Suppressed
	"Unidentified Counties, ME"	"23999"	"Puerto Rican"	"2180-8"	Suppressed	273	Suppressed
	"Unidentified Counties, ME"	"23999"	"Cuban"	"2182-4"	Suppressed	46	Suppressed
	"Unidentified Counties, ME"	"23999"	"Central or South American"	"4"	Suppressed	172	Suppressed
	"Unidentified Counties, ME"	"23999"	"Non-Hispanic White"	"6"	559	86839	6.44
	"Unidentified Counties, ME"	"23999"	"Non-Hispanic Black"	"7"	17	1846	9.21 (Unreliable)
	"Anne Arundel County, MD"	"24003"	"Mexican"	"2148-5"	10	2170	4.61 (Unreliable)
	"Anne Arundel County, MD"	"24003"	"Puerto Rican"	"2180-8"	Suppressed	675	Suppressed
	"Anne Arundel County, MD"	"24003"	"Cuban"	"2182-4"	Suppressed	97	Suppressed
	"Anne Arundel County, MD"	"24003"	"Central or South American"	"4"	13	3721	3.49 (Unreliable)
	"Anne Arundel County, MD"	"24003"	"Non-Hispanic White"	"6"	179	40615	4.41
	"Anne Arundel County, MD"	"24003"	"Non-Hispanic Black"	"7"	113	11042	10.23
	"Baltimore County, MD"	"24005"	"Mexican"	"2148-5"	Suppressed	1259	Suppressed
	"Baltimore County, MD"	"24005"	"Puerto Rican"	"2180-8"	10	703	14.22 (Unreliable)
	"Baltimore County, MD"	"24005"	"Cuban"	"2182-4"	Suppressed	107	Suppressed
	"Baltimore County, MD"	"24005"	"Central or South American"	"4"	15	4210	3.56 (Unreliable)
	"Baltimore County, MD"	"24005"	"Non-Hispanic White"	"6"	184	46471	3.96
	"Baltimore County, MD"	"24005"	"Non-Hispanic Black"	"7"	339	28875	11.74
	"Howard County, MD"	"24027"	"Mexican"	"2148-5"	Suppressed	124	Suppressed
	"Howard County, MD"	"24027"	"Puerto Rican"	"2180-8"	Suppressed	67	Suppressed
	"Howard County, MD"	"24027"	"Cuban"	"2182-4"	Suppressed	18	Suppressed
	"Howard County, MD"	"24027"	"Central or South American"	"4"	Suppressed	448	Suppressed
	"Howard County, MD"	"24027"	"Non-Hispanic White"	"6"	12	3254	3.69 (Unreliable)
	"Howard County, MD"	"24027"	"Non-Hispanic Black"	"7"	16	1491	10.73 (Unreliable)
	"Montgomery County, MD"	"24031"	"Mexican"	"2148-5"	11	2315	4.75 (Unreliable)
	"Montgomery County, MD"	"24031"	"Puerto Rican"	"2180-8"	Suppressed	857	Suppressed
	"Montgomery County, MD"	"24031"	"Cuban"	"2182-4"	Suppressed	258	Suppressed
	"Montgomery County, MD"	"24031"	"Central or South American"	"4"	127	26507	4.79
	"Montgomery County, MD"	"24031"	"Non-Hispanic White"	"6"	131	43943	2.98
	"Montgomery County, MD"	"24031"	"Non-Hispanic Black"	"7"	242	25103	9.64
	"Prince George's County, MD"	"24033"	"Mexican"	"2148-5"	42	5565	7.55
	"Prince George's County, MD"	"24033"	"Puerto Rican"	"2180-8"	Suppressed	712	Suppressed
	"Prince George's County, MD"	"24033"	"Cuban"	"2182-4"	Suppressed	115	Suppressed
	"Prince George's County, MD"	"24033"	"Central or South American"	"4"	97	19057	5.09
	"Prince George's County, MD"	"24033"	"Non-Hispanic White"	"6"	60	11164	5.37
	"Prince George's County, MD"	"24033"	"Non-Hispanic Black"	"7"	759	66460	11.42
	"Baltimore city, MD"	"24510"	"Mexican"	"2148-5"	Suppressed	1684	Suppressed
	"Baltimore city, MD"	"24510"	"Puerto Rican"	"2180-8"	Suppressed	404	Suppressed
	"Baltimore city, MD"	"24510"	"Cuban"	"2182-4"	Suppressed	62	Suppressed
	"Baltimore city, MD"	"24510"	"Central or South American"	"4"	16	3361	4.76 (Unreliable)
	"Baltimore city, MD"	"24510"	"Non-Hispanic White"	"6"	113	20938	5.40
	"Baltimore city, MD"	"24510"	"Non-Hispanic Black"	"7"	736	52790	13.94
	"Unidentified Counties, MD"	"24999"	"Mexican"	"2148-5"	20	4257	4.70
	"Unidentified Counties, MD"	"24999"	"Puerto Rican"	"2180-8"	Suppressed	1930	Suppressed
	"Unidentified Counties, MD"	"24999"	"Cuban"	"2182-4"	Suppressed	225	Suppressed
	"Unidentified Counties, MD"	"24999"	"Central or South American"	"4"	28	6782	4.13
	"Unidentified Counties, MD"	"24999"	"Non-Hispanic White"	"6"	626	137592	4.55
	"Unidentified Counties, MD"	"24999"	"Non-Hispanic Black"	"7"	414	34401	12.03
	"Bristol County, MA"	"25005"	"Mexican"	"2148-5"	Suppressed	240	Suppressed
	"Bristol County, MA"	"25005"	"Puerto Rican"	"2180-8"	28	3185	8.79
	"Bristol County, MA"	"25005"	"Cuban"	"2182-4"	Suppressed	50	Suppressed
	"Bristol County, MA"	"25005"	"Central or South American"	"4"	12	1776	6.76 (Unreliable)
	"Bristol County, MA"	"25005"	"Non-Hispanic White"	"6"	166	41133	4.04
	"Bristol County, MA"	"25005"	"Non-Hispanic Black"	"7"	30	3585	8.37
	"Essex County, MA"	"25009"	"Mexican"	"2148-5"	Suppressed	589	Suppressed
	"Essex County, MA"	"25009"	"Puerto Rican"	"2180-8"	46	5505	8.36
	"Essex County, MA"	"25009"	"Cuban"	"2182-4"	Suppressed	99	Suppressed
	"Essex County, MA"	"25009"	"Central or South American"	"4"	46	9541	4.82
	"Essex County, MA"	"25009"	"Non-Hispanic White"	"6"	160	45759	3.50
	"Essex County, MA"	"25009"	"Non-Hispanic Black"	"7"	23	3448	6.67
	"Hampden County, MA"	"25013"	"Mexican"	"2148-5"	Suppressed	386	Suppressed
	"Hampden County, MA"	"25013"	"Puerto Rican"	"2180-8"	111	14540	7.63
	"Hampden County, MA"	"25013"	"Cuban"	"2182-4"	Suppressed	64	Suppressed
	"Hampden County, MA"	"25013"	"Central or South American"	"4"	12	1115	10.76 (Unreliable)
	"Hampden County, MA"	"25013"	"Non-Hispanic White"	"6"	105	25137	4.18
	"Hampden County, MA"	"25013"	"Non-Hispanic Black"	"7"	53	5085	10.42
	"Middlesex County, MA"	"25017"	"Mexican"	"2148-5"	Suppressed	1224	Suppressed
	"Middlesex County, MA"	"25017"	"Puerto Rican"	"2180-8"	36	4236	8.50
	"Middlesex County, MA"	"25017"	"Cuban"	"2182-4"	Suppressed	197	Suppressed
	"Middlesex County, MA"	"25017"	"Central or South American"	"4"	33	8155	4.05
	"Middlesex County, MA"	"25017"	"Non-Hispanic White"	"6"	303	105874	2.86
	"Middlesex County, MA"	"25017"	"Non-Hispanic Black"	"7"	75	10684	7.02
	"Norfolk County, MA"	"25021"	"Mexican"	"2148-5"	Suppressed	264	Suppressed
	"Norfolk County, MA"	"25021"	"Puerto Rican"	"2180-8"	Suppressed	733	Suppressed
	"Norfolk County, MA"	"25021"	"Cuban"	"2182-4"	Suppressed	99	Suppressed
	"Norfolk County, MA"	"25021"	"Central or South American"	"4"	Suppressed	1160	Suppressed
	"Norfolk County, MA"	"25021"	"Non-Hispanic White"	"6"	143	47066	3.04
	"Norfolk County, MA"	"25021"	"Non-Hispanic Black"	"7"	41	5380	7.62
	"Plymouth County, MA"	"25023"	"Mexican"	"2148-5"	Suppressed	137	Suppressed
	"Plymouth County, MA"	"25023"	"Puerto Rican"	"2180-8"	11	978	11.25 (Unreliable)
	"Plymouth County, MA"	"25023"	"Cuban"	"2182-4"	Suppressed	44	Suppressed
	"Plymouth County, MA"	"25023"	"Central or South American"	"4"	Suppressed	753	Suppressed
	"Plymouth County, MA"	"25023"	"Non-Hispanic White"	"6"	118	35672	3.31
	"Plymouth County, MA"	"25023"	"Non-Hispanic Black"	"7"	57	8257	6.90
	"Suffolk County, MA"	"25025"	"Mexican"	"2148-5"	Suppressed	856	Suppressed
	"Suffolk County, MA"	"25025"	"Puerto Rican"	"2180-8"	40	4976	8.04
	"Suffolk County, MA"	"25025"	"Cuban"	"2182-4"	Suppressed	170	Suppressed
	"Suffolk County, MA"	"25025"	"Central or South American"	"4"	63	12902	4.88
	"Suffolk County, MA"	"25025"	"Non-Hispanic White"	"6"	120	34025	3.53
	"Suffolk County, MA"	"25025"	"Non-Hispanic Black"	"7"	171	20730	8.25
	"Worcester County, MA"	"25027"	"Mexican"	"2148-5"	Suppressed	469	Suppressed
	"Worcester County, MA"	"25027"	"Puerto Rican"	"2180-8"	35	5340	6.55
	"Worcester County, MA"	"25027"	"Cuban"	"2182-4"	Suppressed	80	Suppressed
	"Worcester County, MA"	"25027"	"Central or South American"	"4"	13	2747	4.73 (Unreliable)
	"Worcester County, MA"	"25027"	"Non-Hispanic White"	"6"	305	59061	5.16
	"Worcester County, MA"	"25027"	"Non-Hispanic Black"	"7"	56	5132	10.91
	"Unidentified Counties, MA"	"25999"	"Mexican"	"2148-5"	Suppressed	318	Suppressed
	"Unidentified Counties, MA"	"25999"	"Puerto Rican"	"2180-8"	Suppressed	935	Suppressed
	"Unidentified Counties, MA"	"25999"	"Cuban"	"2182-4"	Suppressed	66	Suppressed
	"Unidentified Counties, MA"	"25999"	"Central or South American"	"4"	Suppressed	1124	Suppressed
	"Unidentified Counties, MA"	"25999"	"Non-Hispanic White"	"6"	161	36389	4.42
	"Unidentified Counties, MA"	"25999"	"Non-Hispanic Black"	"7"	18	1896	9.49 (Unreliable)
	"Genesee County, MI"	"26049"	"Mexican"	"2148-5"	Suppressed	592	Suppressed
	"Genesee County, MI"	"26049"	"Puerto Rican"	"2180-8"	Suppressed	56	Suppressed
	"Genesee County, MI"	"26049"	"Cuban"	"2182-4"	Suppressed	12	Suppressed
	"Genesee County, MI"	"26049"	"Central or South American"	"4"	Suppressed	70	Suppressed
	"Genesee County, MI"	"26049"	"Non-Hispanic White"	"6"	187	31398	5.96
	"Genesee County, MI"	"26049"	"Non-Hispanic Black"	"7"	197	13665	14.42
	"Ingham County, MI"	"26065"	"Mexican"	"2148-5"	Suppressed	950	Suppressed
	"Ingham County, MI"	"26065"	"Puerto Rican"	"2180-8"	Suppressed	64	Suppressed
	"Ingham County, MI"	"26065"	"Cuban"	"2182-4"	Suppressed	130	Suppressed
	"Ingham County, MI"	"26065"	"Central or South American"	"4"	Suppressed	132	Suppressed
	"Ingham County, MI"	"26065"	"Non-Hispanic White"	"6"	122	20532	5.94
	"Ingham County, MI"	"26065"	"Non-Hispanic Black"	"7"	60	5605	10.70
	"Kalamazoo County, MI"	"26077"	"Mexican"	"2148-5"	Suppressed	274	Suppressed
	"Kalamazoo County, MI"	"26077"	"Puerto Rican"	"2180-8"	Suppressed	30	Suppressed
	"Kalamazoo County, MI"	"26077"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Kalamazoo County, MI"	"26077"	"Central or South American"	"4"	Suppressed	43	Suppressed
	"Kalamazoo County, MI"	"26077"	"Non-Hispanic White"	"6"	19	4575	4.15 (Unreliable)
	"Kalamazoo County, MI"	"26077"	"Non-Hispanic Black"	"7"	10	1132	8.83 (Unreliable)
	"Kent County, MI"	"26081"	"Mexican"	"2148-5"	61	7587	8.04
	"Kent County, MI"	"26081"	"Puerto Rican"	"2180-8"	Suppressed	730	Suppressed
	"Kent County, MI"	"26081"	"Cuban"	"2182-4"	Suppressed	195	Suppressed
	"Kent County, MI"	"26081"	"Central or South American"	"4"	Suppressed	2104	Suppressed
	"Kent County, MI"	"26081"	"Non-Hispanic White"	"6"	260	54822	4.74
	"Kent County, MI"	"26081"	"Non-Hispanic Black"	"7"	136	10957	12.41
	"Macomb County, MI"	"26099"	"Mexican"	"2148-5"	10	1635	6.12 (Unreliable)
	"Macomb County, MI"	"26099"	"Puerto Rican"	"2180-8"	Suppressed	242	Suppressed
	"Macomb County, MI"	"26099"	"Cuban"	"2182-4"	Suppressed	49	Suppressed
	"Macomb County, MI"	"26099"	"Central or South American"	"4"	Suppressed	250	Suppressed
	"Macomb County, MI"	"26099"	"Non-Hispanic White"	"6"	347	63681	5.45
	"Macomb County, MI"	"26099"	"Non-Hispanic Black"	"7"	136	12342	11.02
	"Oakland County, MI"	"26125"	"Mexican"	"2148-5"	21	4355	4.82
	"Oakland County, MI"	"26125"	"Puerto Rican"	"2180-8"	Suppressed	741	Suppressed
	"Oakland County, MI"	"26125"	"Cuban"	"2182-4"	Suppressed	90	Suppressed
	"Oakland County, MI"	"26125"	"Central or South American"	"4"	Suppressed	819	Suppressed
	"Oakland County, MI"	"26125"	"Non-Hispanic White"	"6"	421	83926	5.02
	"Oakland County, MI"	"26125"	"Non-Hispanic Black"	"7"	237	19579	12.10
	"Ottawa County, MI"	"26139"	"Mexican"	"2148-5"	Suppressed	696	Suppressed
	"Ottawa County, MI"	"26139"	"Puerto Rican"	"2180-8"	Suppressed	36	Suppressed
	"Ottawa County, MI"	"26139"	"Cuban"	"2182-4"	Suppressed	15	Suppressed
	"Ottawa County, MI"	"26139"	"Central or South American"	"4"	Suppressed	32	Suppressed
	"Ottawa County, MI"	"26139"	"Non-Hispanic White"	"6"	22	5435	4.05
	"Ottawa County, MI"	"26139"	"Non-Hispanic Black"	"7"	Suppressed	124	Suppressed
	"Washtenaw County, MI"	"26161"	"Mexican"	"2148-5"	Suppressed	1107	Suppressed
	"Washtenaw County, MI"	"26161"	"Puerto Rican"	"2180-8"	Suppressed	148	Suppressed
	"Washtenaw County, MI"	"26161"	"Cuban"	"2182-4"	Suppressed	42	Suppressed
	"Washtenaw County, MI"	"26161"	"Central or South American"	"4"	Suppressed	580	Suppressed
	"Washtenaw County, MI"	"26161"	"Non-Hispanic White"	"6"	97	21992	4.41
	"Washtenaw County, MI"	"26161"	"Non-Hispanic Black"	"7"	67	5921	11.32
	"Wayne County, MI"	"26163"	"Mexican"	"2148-5"	73	11374	6.42
	"Wayne County, MI"	"26163"	"Puerto Rican"	"2180-8"	13	1289	10.09 (Unreliable)
	"Wayne County, MI"	"26163"	"Cuban"	"2182-4"	Suppressed	145	Suppressed
	"Wayne County, MI"	"26163"	"Central or South American"	"4"	Suppressed	1184	Suppressed
	"Wayne County, MI"	"26163"	"Non-Hispanic White"	"6"	563	93014	6.05
	"Wayne County, MI"	"26163"	"Non-Hispanic Black"	"7"	1419	100683	14.09
	"Unidentified Counties, MI"	"26999"	"Mexican"	"2148-5"	128	17784	7.20
	"Unidentified Counties, MI"	"26999"	"Puerto Rican"	"2180-8"	Suppressed	998	Suppressed
	"Unidentified Counties, MI"	"26999"	"Cuban"	"2182-4"	Suppressed	241	Suppressed
	"Unidentified Counties, MI"	"26999"	"Central or South American"	"4"	Suppressed	1060	Suppressed
	"Unidentified Counties, MI"	"26999"	"Non-Hispanic White"	"6"	1952	350283	5.57
	"Unidentified Counties, MI"	"26999"	"Non-Hispanic Black"	"7"	409	27696	14.77
	"Anoka County, MN"	"27003"	"Mexican"	"2148-5"	Suppressed	1295	Suppressed
	"Anoka County, MN"	"27003"	"Puerto Rican"	"2180-8"	Suppressed	84	Suppressed
	"Anoka County, MN"	"27003"	"Cuban"	"2182-4"	Suppressed	28	Suppressed
	"Anoka County, MN"	"27003"	"Central or South American"	"4"	Suppressed	379	Suppressed
	"Anoka County, MN"	"27003"	"Non-Hispanic White"	"6"	117	29622	3.95
	"Anoka County, MN"	"27003"	"Non-Hispanic Black"	"7"	30	3333	9.00
	"Dakota County, MN"	"27037"	"Mexican"	"2148-5"	11	2750	4.00 (Unreliable)
	"Dakota County, MN"	"27037"	"Puerto Rican"	"2180-8"	Suppressed	140	Suppressed
	"Dakota County, MN"	"27037"	"Cuban"	"2182-4"	Suppressed	24	Suppressed
	"Dakota County, MN"	"27037"	"Central or South American"	"4"	Suppressed	665	Suppressed
	"Dakota County, MN"	"27037"	"Non-Hispanic White"	"6"	116	35210	3.29
	"Dakota County, MN"	"27037"	"Non-Hispanic Black"	"7"	35	4481	7.81
	"Hennepin County, MN"	"27053"	"Mexican"	"2148-5"	56	10869	5.15
	"Hennepin County, MN"	"27053"	"Puerto Rican"	"2180-8"	Suppressed	383	Suppressed
	"Hennepin County, MN"	"27053"	"Cuban"	"2182-4"	Suppressed	121	Suppressed
	"Hennepin County, MN"	"27053"	"Central or South American"	"4"	12	2983	4.02 (Unreliable)
	"Hennepin County, MN"	"27053"	"Non-Hispanic White"	"6"	312	83265	3.75
	"Hennepin County, MN"	"27053"	"Non-Hispanic Black"	"7"	307	31201	9.84
	"Ramsey County, MN"	"27123"	"Mexican"	"2148-5"	13	4361	2.98 (Unreliable)
	"Ramsey County, MN"	"27123"	"Puerto Rican"	"2180-8"	Suppressed	259	Suppressed
	"Ramsey County, MN"	"27123"	"Cuban"	"2182-4"	Suppressed	87	Suppressed
	"Ramsey County, MN"	"27123"	"Central or South American"	"4"	Suppressed	1198	Suppressed
	"Ramsey County, MN"	"27123"	"Non-Hispanic White"	"6"	168	33223	5.06
	"Ramsey County, MN"	"27123"	"Non-Hispanic Black"	"7"	139	12740	10.91
	"Unidentified Counties, MN"	"27999"	"Mexican"	"2148-5"	71	12529	5.67
	"Unidentified Counties, MN"	"27999"	"Puerto Rican"	"2180-8"	Suppressed	459	Suppressed
	"Unidentified Counties, MN"	"27999"	"Cuban"	"2182-4"	Suppressed	150	Suppressed
	"Unidentified Counties, MN"	"27999"	"Central or South American"	"4"	12	3019	3.97 (Unreliable)
	"Unidentified Counties, MN"	"27999"	"Non-Hispanic White"	"6"	1258	277202	4.54
	"Unidentified Counties, MN"	"27999"	"Non-Hispanic Black"	"7"	106	11077	9.57
	"Hinds County, MS"	"28049"	"Mexican"	"2148-5"	Suppressed	135	Suppressed
	"Hinds County, MS"	"28049"	"Puerto Rican"	"2180-8"	Suppressed	10	Suppressed
	"Hinds County, MS"	"28049"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Hinds County, MS"	"28049"	"Central or South American"	"4"	Suppressed	127	Suppressed
	"Hinds County, MS"	"28049"	"Non-Hispanic White"	"6"	27	4995	5.41
	"Hinds County, MS"	"28049"	"Non-Hispanic Black"	"7"	243	19420	12.51
	"Unidentified Counties, MS"	"28999"	"Mexican"	"2148-5"	48	7303	6.57
	"Unidentified Counties, MS"	"28999"	"Puerto Rican"	"2180-8"	Suppressed	462	Suppressed
	"Unidentified Counties, MS"	"28999"	"Cuban"	"2182-4"	Suppressed	97	Suppressed
